source_row,reading_raw,nom_raw,example_raw,note_raw,source_url
5576,nức,𱕔,"駑𱕔 nô
  nức","[翻]

    U+31554",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5577,nực,𠽋,"𤎏𠽋
  nóng nực · 𠽋唭 nực cười",U+20F4B,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5578,nực,𤎐,"𤎐內 nực
  nội [𠸨]",U+24390,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5579,núi,𡶀,"頂𡶀 đỉnh
  núi · 𡶀𥒥 núi đá · 𡶀𡽫 núi non","[翻]

    U+21D80",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5580,num,埝,"埝埝 num núm
  [𠸨]","⇔ 埝 núm

    [翻]

    U+57DD",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5581,núm,埝,"埝𡑵 núm
  vung · 埝斤 núm cân · 𨆃埝 khúm núm","[翻]

    U+57DD",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5582,nùn,蕽,蕽稴 nùn rơm,"[翻]

    U+857D",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5583,nung,燶,"燶𤒘 nung
  đúc",U+71F6,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5584,nung,𨆞,"𨆞𨆞
  nung núng [𠸨]","⇔ 𨆞
  núng

    U+2819E",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5585,núng,𨆞,"㝹𨆞 nao
  núng [𠸨]",U+2819E,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5586,nùng,儂,"𠊛儂 người
  Nùng","[翻]

    U+5102",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5587,nùng,憹,惱憹 não nùng,U+61B9,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5588,nũng,㕴,"𫜵㕴 làm
  nũng · 㕴溺 nũng nịu · 𡥵㕴媄 con nũng mẹ",U+3574,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5589,nưng,㨢,"㨢𱠴 nưng
  niu [𠸨]","[翻]

    U+3A22",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5590,nước,著,著棋 nước cờ,U+8457,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5591,nước,渃,"㕵渃 uống nước ·
  渃外 nước ngoài · 渃咹𢬣 nước ăn tay",U+6E03,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5592,nuôi,𩝺,"𩝺饢 nuôi
  nấng [𠸨] · 𦜘𩝺 vú nuôi · 㛪𩝺 em nuôi","[異] 餒

    U+2977A",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5593,nuối,𢗉,"惜𢗉 tiếc
  nuối",U+225C9,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5594,nườm,湳,"湳𣻀 nườm
  nượp [𠸨]",U+6E73,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5595,nuông,䁸,䁸朝 nuông chiều,U+4078,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5596,nương,埌,"𬏇埌 ruộng
  nương · 埌𡵆 nương rẫy",U+57CC,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5597,nương,𢭗,"𢭗𨉟𠓨𧦕
  nương mình vào ghế",U+22B57,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5598,NƯƠNG,娘,"姑娘 cô nương · 娘娘
  nương nương",U+5A18,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5599,nướng,𤓢,"𤍇𤓢
  nấu nướng",U+244E2,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5600,nường,娘,"𧀒娘 nõn
  nường [𠸨]",U+5A18,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5601,nượp,𣻀,"湳𣻀 nườm
  nượp [𠸨]",U+23EC0,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5602,nuốt,𠸂,"𠸂喠 nuốt
  trọng","[異]
  𠽆

    U+20E02",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5603,nuột,𱟄,"𱟄㑚 nuột
  nà · 惱𱟄 não nuột [𠸨]",U+317C4,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5604,núp,𥧩,"𥧩𨉟
  núp mình · 𥧩𣈖 núp bóng","[翻]

    U+259E9",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5605,nút,𨨷,"紩𨨷 thắt
  nút","[翻]

    U+28A37",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5606,nứt,㘿,"𡐙㘿 đất
  nứt · 䃹㘿 rạn nứt · 㘿𦕗 nứt nẻ","[翻]

    U+363F",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5607,NỮU,紐,紐約 Nữu Ước,U+7D10,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5608,o,𡡅,"婆𡡅 bà
  o",U+21845,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5609,o,𡀴,"𡀴嬖 o bế
  · 𪃿𠰁𡀴𡀴 gà gáy o o [聲]",U+21034,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5610,ó,鵶,囉鵶 la ó,U+9D76,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5611,ò,嗚,"嗚㥋 ò e ·
  嗚㹥固𧚟紷 ò chó có váy lĩnh",U+55DA,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5612,Ô,污,"污染 ô nhiễm · 污穢
  ô uế",U+6C61,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5613,Ô,烏,"馭烏 ngựa ô · 烏龜 ô
  quy · 烏龍 ô long · 烏藥 ô dược · 烏頭 ô đầu · 金烏 kim ô","[翻]

    U+70CF",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5614,ô,隖,"隖捁 ô kéo · 外隖
  ngoại ô · 紙𢩫隖 giấy kẻ ô",U+9696,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5615,ô,𦶀,"秦𦶀 tần
  ô",U+26D80,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5616,Ô,嗚,"嗚呼 ô hô [嘆] · 嗚咍
  ô hay [嘆]",U+55DA,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5617,ô,𢄓,"丐𢄓 cái ô
  · 𢄓𢂎 ô dù",U+22113,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5618,Ố,惡,可惡 khả ố,U+60E1,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5619,ố,癋,"𤸫癋 hoen
  ố · 𡲫被癋 vải bị ố",U+764B,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5620,ồ,溩,"溩𣿌 ồ ạt
  · 溩 ồ [嘆]",U+6EA9,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5621,ơ,㐵,"悇㐵 thờ ơ · 吶幽㐵
  nói u ơ","[翻]

    U+3435",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5622,ổ,塢,"塢㹥 ổ chó · 塢匪 ổ
  phỉ",U+5862,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5623,ớ,啞,"𤋾啞 ấm
  ớ",U+555E,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5624,ờ,唹,"唹𠰚 ờ nhỉ
  · 嚈唹 ỡm ờ",U+5539,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5625,ở,於,"於兜 ở đâu ·
  於𨑗 ở trên · 𠀲於 đứa ở",U+65BC,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5626,ợ,𰂔,"𰂔䣷 ợ
  chua · 𰂔唏 ợ hơi",U+30094,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5627,oa,喎,哭喎喎 khóc oa oa,"[翻]

    U+558E",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5628,oà,哇,哭哇 khóc oà,U+54C7,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5629,oác,嚯,"嚯嚯 oác oác
  [𠸨]","[翻]

    U+56AF",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5630,oách,蒦,"矓窒蒦 trông rất
  oách · 𬡶部尼朱蒦 mặc bộ này cho oách","[翻]

    U+84A6",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5631,OAI,威,"威衛 oai vệ · 威嚴
  oai nghiêm · 威風 oai phong · 威儀 oai nghi · 𫥨威 ra oai","⇔ 威 uy

    U+5A01",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5632,oai,𠶔,"叫𠶔𠶔
  kêu oai oái",U+20D94,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5633,oái,𠶔,"𠶔噾 oái
  oăm · 叫𠶔𠶔 kêu oai oái",U+20D94,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5634,OẢI,矮,矮香 oải hương,U+77EE,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5635,oải,痿,濊痿 uể oải,U+75FF,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5636,oại,偎,"倇偎 oằn oại
  [𠸨]",U+504E,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5637,oàm,唈,唈唈 oàm oạp [聲],"⇔ 唈 oạp

    U+5508",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5638,oăm,噾,"𠶔噾 oái
  oăm","[翻]

    U+567E",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5639,OAN,冤,"冤家 oan gia · 冤孽
  oan nghiệt · 冤屈 oan khuất · 冤情 oan tình · 含冤 hàm oan",U+51A4,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5640,OÁN,怨,"讎怨 thù oán · 哀怨
  ai oán · 怨𢚷 oán giận · 怨讎 oán thù · 報怨 báo oán · 恩怨 ân oán",U+6028,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5641,oằn,倇,"倇偎 oằn oại
  [𠸨] · 倇𬺗 oằn xuống · 莄𣘃倇 cành cây oằn","[翻]

    U+5007",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5642,oản,𥺹,"𥺹荎 oản
  chuối · 𥺹𥸷 oản xôi",U+25EB9,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5643,oang,𠻄,"𠻄𠻄
  oang oang [聲]","[翻]

    U+20EC4",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5644,oàng,轟,"轟轟 oàng oàng ·
  𪝼轟 ình oàng",U+8F5F,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5645,OANH,轟,"轟烈 oanh liệt ·
  轟炸 oanh tạc",U+8F5F,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5646,OANH,鶯（𦾉）,"夜鶯 dạ oanh · 黃鶯
  hoàng oanh · 燕鶯 yến oanh",U+9DAF (U+26F89),https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5647,OÁNH,瑩（莹）,"阮春瑩 Nguyễn Xuân
  Oánh · 高玉瑩 Cao Ngọc Oánh","[翻]

    U+7469 (U+83B9)",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5648,oạp,唈,"𥑴唈 ì oạp
  [聲] · 唈唈 oàm oạp [聲]","[翻]

    U+5508",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5649,oắt,喐,"𡮣喐 bé
  oắt","[翻]

    U+5590",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5650,óc,喔,"𪃿㕭喔 gà
  eo óc","[翻]

    U+5594",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5651,óc,腛,"頭腛 đầu óc · 腛髓
  óc tuỷ · 腛諧謔 óc hài hước",U+815B,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5652,ỐC,屋,房屋 phòng ốc,U+5C4B,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5653,ốc,𧎜,"𧎜﨡 ốc
  sên",U+2739C,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5654,ọc,𣹙,"𣹙𣹙
  ọc ọc [𠸨]",U+23E59,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5655,oe,喴,喴喴 oe oe,"[翻]

    U+55B4",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5656,oe,噦,"噦噦 oe oé
  [𠸨]","⇔ 噦 oé

    U+5666",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5657,oé,噦,"噦噦 oe oé
  [𠸨]",U+5666,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5658,ỏe,唩,"唩𠽡 ỏe
  hoẹ [𠸨]",U+5529,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5659,oem,俺,,"𡨸尼主要得使用抵翻音。䀡附錄。
  Chữ này chủ yếu được sử dụng để phiên âm. Xem Phụ lục.

    [翻]

    U+4FFA",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5660,oen,𪡶,"𪡶呧
  Oen-đi [摱]","𡨸尼主要得使用抵翻音。䀡附錄。
  Chữ này chủ yếu được sử dụng để phiên âm. Xem Phụ lục.

    [翻]

    U+2A876",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5661,oép,䇼,張䇼 trang oép [摱],"𡨸尼主要得使用抵翻音。䀡附錄。
  Chữ này chủ yếu được sử dụng để phiên âm. Xem Phụ lục.

    [翻]

    U+41FC",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5662,oét,羯,,"𡨸尼主要得使用抵翻音。䀡附錄。
  Chữ này chủ yếu được sử dụng để phiên âm. Xem Phụ lục.

    [翻]

    U+7FAF",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5663,oi,煨,"煨妸 oi ả · 煨煏 oi
  bức · 煨𤎏 oi nóng",U+7168,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5664,oi,𥯜,"丐𥯜 cái
  oi",U+25BDC,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5665,ói,𣾿,"𠷀𣾿
  nôn ói",U+23FBF,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5666,ÔI,偎,"倚翠偎紅 ỷ thuý ôi
  hồng","[翻]

    U+504E",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5667,ôi,喂,"喂催 ôi thôi [嘆] ·
  咳喂 hỡi ôi [嘆]",U+5582,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5668,ôi,𦞏,"𬚸𦞏
  thịt ôi",U+2678F,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5669,ối,喂,,"⇔ 喂 úi

    U+5582",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5670,ối,渨,"𩓜渨 màng
  ối · 渃渨 nước ối · 栓塞渨 thuyên tắc ối · 𡀳渨𫥨蒂 còn ối ra đấy",U+6E28,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5671,ỏi,𱔎,"𠃣𱔎
  ít ỏi · 𠸄𱔎 inh ỏi",U+3150E,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5672,ơi,㗒,"㕭㗒 eo ơi · 㛪㗒！
  em ơi!","[翻]

    U+35D2",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5673,ỔI,猥,"猥陋 ổi lậu · 鄙猥
  bỉ ổi",U+7325,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5674,ổi,椳,"果椳 quả ổi ·
  𣘃椳 cây ổi",U+6933,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5675,ới,噫,"囉㗒噫 la ơi ới ·
  噫婆𡥵㗒 ới bà con ơi · 固之噫朱別貝 có gì ới cho biết với",U+566B,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5676,ời,㗒,"㗒㗒 ời ời
  [𠸨]","[翻]

    U+35D2",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5677,om,喑,"喑嚵 om sòm
  [𠸨]","[翻]

    U+5591",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5678,ôm,揞,"揞𬪁 ôm ấp
  · 揞志𡘯 ôm chí lớn · 揞計 ôm kế [摱]",U+63DE,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5679,ốm,瘖,"瘖𪽳 ốm
  yếu · 瘖𤷳 ốm nhom",U+7616,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5680,ồm,喑,"喑𧋾 ồm ộp
  [聲]","[翻]

    U+5591",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5681,ỡm,嚈,嚈唹 ỡm ờ,U+5688,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5682,ÔN,溫,"溫和 ôn hoà · 溫柔
  ôn nhu","[翻]

    U+6EAB",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5683,ÔN,瘟,瘟疫 ôn dịch,U+761F,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5684,ồn,嗢,"嗢泑 ồn ào · 嗢啊 ồn
  ã [𠸨]","[異]
  𡀦

    U+55E2",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5685,ơn,恩,"感恩 cảm ơn · 別恩
  biết ơn · 𫜵恩 làm ơn","[翻]

    U+6069",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5686,ơn,𢞴,"𢞴𢞴
  ơn ớn [𠸨]","⇔ 𢞴
  ớn

    U+227B4",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5687,ỔN,穩（稳）,"安穩 yên ổn · 穩定
  ổn định",U+7A69 (U+7A33),https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5688,ớn,𢞴,"𢞴冷 ớn
  lạnh · 𢞴洌 ớn rét · 𢞴𪥘󠄁𠊛 ớn cả người",U+227B4,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5689,ong,螉,"螉主 ong chúa ·
  螉𧊉 ong bướm","[異] 蜂

    U+8789",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5690,óng,滃,"絲滃 tơ óng · 滃映
  óng ánh · 囉滃滃 la óng óng",U+6EC3,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5691,ÔNG,翁,"翁婆 ông bà · 翁師
  ông sư",U+7FC1,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5692,ông,嗡,嗡嗡 ông ổng [聲],U+55E1,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5693,ống,䈵,"䈵𥫭 ống
  nứa · 䈵𨨧 ống thép · 䈵蹎 ống chân","[翻]

    U+4235",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5694,ổng,嗡,嗡嗡 ông ổng [聲],U+55E1,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5695,óp,邑,"邑執 óp xọp
  [𠸨]",U+9091,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5696,ốp,偮,"偮僥 ốp nhau · 偮役
  ốp việc · 抪偮徠 bó ốp lại",U+506E,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5697,ốp,䱒,𩵜䱒 cá ốp,U+4C52,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5698,ọp,俋,俋𠇺 ọp ẹp,"[翻]

    U+4FCB",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5699,ộp,𧋾,"𧋾𧋾
  ộp ộp [聲] · 喑𧋾 ồm ộp [聲]",U+272FE,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5700,ót,顇,"𩯀顇𨱽過
  tóc ót dài quá","[翻]

    U+9847",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5701,ốt,乙,"乙𣔻 ốt
  dột [𠸨]",U+4E59,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5702,ọt,喐,"喐𠮙 ọt ẹt
  [聲]",U+5590,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5703,ớt,𣎷,"𣎷鐘 ớt
  chuông","[翻]

    U+233B7",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5704,ớt,𤸎,"𪽳𤸎
  yếu ớt",U+24E0E,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5705,pha,花,豆花 đậu pha [摱],U+82B1,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5706,PHA,玻,"玻璃 pha lê · 畑玻
  đèn pha [摱] · 𣳔電𠀧玻 dòng điện ba pha [摱]","[翻]

    U+73BB",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5707,pha,𢯠,"𢯠製 pha
  chế · 𢯠咖啡 pha cà phê",U+22BE0,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5708,PHÁ,破,"破散 phá tan · 破墻
  phá tường · 破紀錄 phá kỉ lục · 破案 phá án · 破壞 phá hoại · 句破 câu phá",U+7834,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5709,phá,𫮒,"潭𫮒 đầm
  phá",U+2BB92,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5710,phà,𠶊,"淝𠶊 phì
  phà [𠸨]",U+20D8A,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5711,PHẢ,譜,"家譜 gia phả · 譜系
  phả hệ",U+8B5C,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5712,PHÁC,樸,"樸草 phác thảo ·
  質樸 chất phác · 樸畫 phác hoạ","[翻]

    U+6A38",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5713,phắc,噗,"噗噗 phăng phắc
  [𠸨]",U+5657,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5714,phạc,卟,"𠱀卟 phờ
  phạc [𠸨]",U+535F,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5715,PHÁCH,珀,"琥珀 hổ phách · 血珀
  huyết phách · 明珀 minh phách",U+73C0,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5716,PHÁCH,魄,魂魄 hồn phách,U+9B44,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5717,PHÁCH,擘,巨擘 cự phách,U+64D8,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5718,phạch,𩗀,"𩗀𩗀
  phạch phạch · 帆𢒎𩗀 buồm bay phạch · 橛𩗀𩗀 quạt
  phành phạch [𠸨]",U+295C0,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5719,phai,㗑,"溂㗑 nhạt phai ·
  㗑𥊚 phai mờ · 㗑𦭷 phai màu",U+35D1,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5720,PHÁI,派,"派派 phe phái · 幫派
  bang phái · 黨派 đảng phái · 氣派 khí phái · 派𠊛 phái người","[翻]

    U+6D3E",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5721,phải,沛,"邊沛 bên phải · 沛債
  phải trái · 沛𫜵哰 phải làm sao · 沛如勢 phải như thế",U+6C9B,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5722,PHÀM,凡,"凡夫 phàm phu ·
  凡𱺵 phàm là · 凡咹 phàm ăn",U+51E1,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5723,phăm,𠵽,"𠵽𠵽
  phăm phắp [𠸨]","⇔ 𠵽
  phắp

    U+20D7D",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5724,phầm,怫,"怫怫 phầm phập
  [𠸨]","⇔ 怫 phập

    U+602B",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5725,phẩm,品,"品𦭷 phẩm
  màu","[翻]

    U+54C1",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5726,PHẨM,品,"品質 phẩm chất ·
  產品 sản phẩm · 食品 thực phẩm · 作品 tác phẩm","[翻]

    U+54C1",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5727,PHẠM,犯,"犯律 phạm luật ·
  犯纇 phạm lỗi",U+72AF,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5728,PHẠM,范,"𣱆范 họ
  Phạm","[翻]

    U+8303",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5729,PHẠM,範,"模範 mô phạm · 範圍
  phạm vi · 規範 quy phạm",U+7BC4,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5730,PHAN,幡,"莄幡 cành
  phan",U+5E61,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5731,PHAN,潘,"潘切 Phan Thiết ·
  潘郎 Phan Rang · 𣱆潘 họ Phan","[翻]

    U+6F58",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
5732,phán,判,"𤤰判𠳨各官
  vua phán hỏi các quan",U+5224,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
