source_row,reading_raw,nom_raw,example_raw,note_raw,source_url
2490,giục,𠽖,"𠽖偖 giục
  giã · 𢭻𠽖 xúi giục · 促𠽖 thúc giục · 𠽖𢚸
  giục lòng","[翻]

    U+20F56",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2491,giúi,搥,"𨁟搥 ngã
  giúi · 𥋶搥 giấm giúi ·
  搥𢵌 giúi giụi",U+6425,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2492,giùi,錐,,"⇔ 錐 dùi

    U+9310",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2493,giụi,𢵌,"𢵌眜 giụi
  mắt",U+22D4C,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2494,giùm,𡑓,"𫜵𡑓
  làm giùm","[翻]

    U+21453",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2495,giun,𧉙,"𧉙𡐙
  giun đất",U+27259,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2496,giun,撴,"撴僥𨁟 giun
  nhau ngã","[翻]

    U+64B4",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2497,giương,掁,"掁弓 giương cung ·
  掁圍 giương vây · 掁眜 giương mắt",U+6381,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2498,giướng,仗,"𦀊仗 giây
  giướng [𠸨]",U+4ED7,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2499,giường,床,"床𥄬
  giường ngủ · 床𰨂 giường thờ · 床單 giường đơn · 巾𱱇床 khăn trải
  giường",U+5E8A,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2500,giúp,𢴇,"𢴇扡 giúp
  đỡ · 助𢴇 trợ giúp","[翻]

    [異] 執

    U+22D07",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2501,giựt,𪮞,,"⇔ 𪮞
  giật

    [翻]

    U+2AB9E",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2502,go,𦁣,"縸𦁣𦂾𡲫
  mắc go dệt vải · 垓𦁣 gay go [𠸨]","[翻]

    U+26063",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2503,go,𩸰,"丐𩸰𩵜
  cái go cá",U+29E30,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2504,gò,𡍢,"𡍢埬 gò
  đống · 𡍢𦟐 gò má",U+21362,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2505,gô,𦁿,"𦁿𦙶
  gô cổ · 繓𦁿 trói gô · 𪃿𦁿 gà gô",U+2607F,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2506,gõ,𢫈,"𢫈𨷯
  gõ cửa · 部𢫈 bộ gõ","[異]
  𢱗

    U+22AC8",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2507,gồ,𥕥,"𩑰𥕥
  trán gồ · 𡐙𥕥 đất gồ · 𥕥𥗎 gồ ghề [𠸨]",U+25565,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2508,gỗ,楛,"𣘃楛 cây
  gỗ · 板楛 phản gỗ · 捁楛 kéo gỗ","[異] 椇

    U+695B",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2509,gơ,塸,"塸絏𧃷榔 gơ
  dây khoai lang · 𠊛𤄷塸萊 người Ra Gơ-lai (Glai)","[翻]

    U+5878",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2510,gổ,古,"𨠳古 gây
  gổ [𠸨]",U+53E4,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2511,gờ,埧,"埧𤬪 gờ
  ngói · 埧盤 gờ bàn · 埧𦑃𨷯 gờ cánh cửa",U+57E7,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2512,gỡ,攑（𱠆）,攑黹 gỡ chỉ · 攑㓢 gỡ gạc [𠸨],U+6511 (U+31806),https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2513,gở,𪡽󠄁（𪡽󠄂）,"吶𪡽󠄁
  nói gở · 怪𪡽󠄁 quái gở","U+2A87D U+E0101
  (U+2A87DU+E0102)",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2514,goá,寡,寡婦 goá phụ,U+5BE1,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2515,góc,𧣳,"𣃱𧣳
  vuông góc · 荄𧣳 gai góc",U+278F3,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2516,gốc,㭲,"㭲𣘃 gốc
  cây · 源㭲 nguồn gốc","[翻]

    U+3B72",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2517,gộc,梏,梞梏 gậy gộc,U+688F,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2518,gói,襘（𫋻）,"麪襘 mì gói ·
  𠓻襘 trọn gói","[翻]

    U+8958 (U+2B2FB)",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2519,gối,𨆝（𲃟）,"頭𨆝 đầu
  gối","U+2819D
  (U+320DF)",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2520,gối,𩠴（𩠠）,"襖𩠴 áo
  gối · 𩠴頭 gối đầu","U+29834
  (U+29820)",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2521,gỏi,膾（脍）,膾捲 gỏi cuốn,U+81BE (U+810D),https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2522,gọi,噲（哙）,"噲𱺵 gọi
  là · 𠸜噲 tên gọi",U+5672 (U+54D9),https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2523,gội,澮（浍）,"浸澮 tắm gội · 澮頭
  gội đầu · 油澮 dầu gội",U+6FAE (U+6D4D),https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2524,gởi,寄,寄書 gởi thơ,"⇔ 寄 gửi

    U+5BC4",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2525,gợi,㨳,"㨳意 gợi ý ·
  㨳𢖵 gợi nhớ · 㨳感 gợi cảm",U+3A33,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2526,gom,搛,"搛𢵰 gom
  góp · 收搛 thu gom","[翻]

    U+641B",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2527,gốm,𡑲,"𣘊𡑲
  đồ gốm · 𠏲𡑲 thợ gốm",U+21472,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2528,gồm,𠁟,"包𠁟 bao
  gồm","[異]
  𡗄

    U+2005F",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2529,gớm,𡃍,"𭌲𡃍
  ghê gớm · 𡃍𢙕 gớm ghiếc · 𡃍！ gớm!",U+210CD,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2530,gờm,𢢬,"𢢬𢢬
  gờm gờm [𠸨]",U+228AC,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2531,gon,菅,"菅埬𥟉 gon
  đống thóc",U+83C5,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2532,gòn,袞,"袞袞 gòn gọn
  [𠸨]","⇔ 袞 gọn

    U+889E",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2533,gòn,棍,柴棍 Sài Gòn,U+68CD,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2534,gòn,緄,"𧜖棍 chăn
  gòn","[翻]

    U+7DC4",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2535,gôn,琨,"琫琨 bóng gôn [摱]
  · 𡑝琨 sân gôn [摱] · 榾琨 cột gôn [摱]",U+7428,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2536,gọn,袞,"袞抗 gọn gàng
  [𠸨] · 袞技 gọn ghẽ [𠸨]",U+889E,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2537,gờn,𰜠,"𰜠𰜠
  gờn gợn [𠸨]","⇔ 𰜠
  gợn

    U+30720",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2538,gợn,𰜠,"𰜠㳥 gợn
  sóng",U+30720,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2539,gông,杠,杠檎 gông cùm,"[翻]

    U+6760",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2540,gồng,𭡅󠄁,"挭𭡅󠄁
  gánh gồng · 𭡅󠄁𨉟 gồng mình",U+2D845 U+E0101,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2541,gỏng,嗊,噶嗊 gắt gỏng,U+55CA,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2542,gọng,槓,槓鏡 gọng kính,U+69D3,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2543,góp,𢵰,"𢵰抇 góp
  nhặt · 𢵰意 góp ý · 㨂𢵰 đóng góp","[翻]

    U+22D70",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2544,gộp,佮,"賚佮 lãi gộp · 佮徠
  gộp lại",U+4F6E,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2545,gót,𨃴,"𩌂𠾲𨃴
  giầy vẹt gót","[翻]

    U+280F4",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2546,gọt,𠞡,"𠞸𠞡
  đẽo gọt · 𠞡𡧲 gọt giũa",U+207A1,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2547,gột,淈,"淈𣳮 gột
  rửa · 淈仍意擬腐敗 gột những ý nghĩ hủ bại",U+6DC8,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2548,gu,㘗,"合㘗 hợp gu [摱] ·
  㘗審美 gu thẩm mĩ [摱]",U+3617,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2549,gù,佝,"佝𨉞 gù
  lưng",U+4F5D,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2550,gù,𠵎,"㗂𪀄𠵎
  tiếng chim gù · 𩠓𠵎 gật gù [𠸨]","[翻]

    U+20D4E",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2551,gừ,㖵,㖗㖵 gầm gừ,U+35B5,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2552,gục,𩠧,"𩠧頭 gục
  đầu · 𨁟𩠧 ngã gục","[翻]

    U+29827",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2553,gũi,𨗥（𨗥󠄁）,"近𨗥 gần
  gũi [𠸨]","[翻]

    U+285E5 (U+285E5 U+E0101)",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2554,gụi,𨗥（𨗥󠄁）,"近𨗥 gần
  gụi [𠸨]","[翻]

    U+285E5 (U+285E5 U+E0101)",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2555,gửi,寄,"寄書 gửi thư ·
  咹寄㑲𢘾 ăn gửi nằm nhờ · 𣘃尋寄 cây tầm gửi","[異]
  𢭮

    U+5BC4",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2556,gùn,縎,"縎縎 gùn gút
  [𠸨]","⇔ 縎 gút

    U+7E0E",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2557,gùng,𡃕,"𢭬𡃕
  gạn gùng [𠸨]","[翻]

    U+210D5",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2558,gừng,薑,榘薑 củ gừng,"[翻]

    U+8591",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2559,guốc,槶,"鞢槶 dép guốc · 槶楛
  guốc gỗ",U+69F6,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2560,guộc,𤶹,"𤷍𤶹
  gầy guộc [𠸨]",U+24DB9,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2561,gươm,鎌,"錆鎌 thanh
  gươm",U+938C,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2562,gườm,睒,"睒睒 gườm gườm
  [𠸨]",U+7752,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2563,guồng,軖,"軖𣛠 guồng
  máy · 軖捁𥾘 guồng kéo sợi",U+8ED6,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2564,gương,𦎛,"𦎛㑄 gương
  mẫu · 𦎛𩈘 gương mặt · 𦎛蓮 gương sen",U+2639B,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2565,gường,強,"強強 gường gượng
  [𠸨]","⇔ 強 gượng

    U+5F37",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2566,gưỡng,仰,"𩠓仰 gật
  gưỡng [𠸨]",U+4EF0,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2567,gượng,強,"𠡚強 gắng
  gượng · 強押 gượng ép · 強檤 gượng gạo [𠸨]",U+5F37,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2568,gút,縎,紩縎黹 thắt gút chỉ,"[翻]

    U+7E0E",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2569,gỵa,洩,"𣾹洩 giặt
  gỵa [𠸨]",U+6D29,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2570,ha,哬,哬哬 ha ha [嘆],U+54EC,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2571,há,𠹛,"𠹛𠵘
  há mồm · 𠹛嘝 há hốc",U+20E5B,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2572,há,𧯶,"𧘇𧯶沛𱺵惡咍哰？
  Ấy há phải là ác hay sao?",U+27BF6,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2573,HÀ,何,"何必 hà tất · 奈何
  nại hà · 何首烏 hà thủ ô",U+4F55,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2574,HÀ,苛,"苛刻 hà khắc · 苛賤
  hà tiện · 苛脅 hà hiếp · 苛濫 hà lạm · 苛𠽍 hà rầm",U+82DB,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2575,hà,呵,呵唏 hà hơi,U+5475,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2576,HÀ,河,"山河 sơn hà · 河馬
  hà mã",U+6CB3,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2577,HÀ,荷,"薄荷 bạc hà · 荷蘭
  Hà Lan",U+8377,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2578,hà,蚵,"蚵㴜 hà biển ·
  榘𧃷蚵 củ khoai hà · 蚵𤔻 hà móng",U+86B5,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2579,HÀ,遐,"崩遐 băng hà · 升遐
  thăng hà",U+9050,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2580,HÀ,霞,雲霞 vân hà,"[翻]

    U+971E",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2581,hả,嘑,"嘑𭌟 hả hê
  [𠸨] · 嘑？ Hả? [嘆]",U+5611,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2582,HẠ,下,"天下 thiên hạ · 候下
  hầu hạ · 下幔 hạ màn · 下價 hạ giá · 下決心 hạ quyết tâm",U+4E0B,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2583,HẠ,夏,"夏至 hạ chí · 春夏秋冬
  xuân hạ thu đông",U+590F,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2584,HẠ,賀,"慶賀 khánh hạ · 祝賀
  chúc hạ · 賀功 hạ công",U+8CC0,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2585,HẠ,暇,閒暇 nhàn hạ,U+6687,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2586,HÁC,郝,"𣱆郝 họ
  Hác · 嘝郝 hốc hác [𠸨]",U+90DD,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2587,hắc,黑,"黑斧 hắc búa · 㤚黑
  hăng hắc · 排算黑過 bài toán hắc quá",U+9ED1,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2588,HẮC,黑,"黑素 hắc tố · 黑煙 hắc ín [摱] · 黑店 hắc điếm · 黑暗 hắc ám ·
  黑馬 hắc mã · 黑猩猩 hắc tinh tinh",U+9ED1,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2589,HẠC,鶴,"𪀄鶴 chim
  hạc · 紅鶴 hồng hạc",U+9DB4,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2590,hặc,嘿,"𡄆嘿 hục
  hặc [𠸨]","[翻]

    U+563F",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2591,HÁCH,赫,赫奕 hách dịch,U+8D6B,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2592,HẠCH,核,"核算 hạch toán ·
  熱核 nhiệt hạch · 核索 hạch sách · 疫核 dịch hạch",U+6838,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2593,hai,𠄩,"𣎃𠄩
  tháng hai · 𠬠𠄩 một hai",U+20129,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2594,hái,𢲨,"𦧜𢲨
  lưỡi hái",U+22CA8,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2595,HÀI,孩,孩兒 hài nhi,U+5B69,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2596,HÀI,鞋,對鞋 đôi hài,U+978B,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2597,HÀI,骸,"遺骸 di hài · 屍骸
  thi hài",U+9AB8,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2598,HÀI,諧,"諧謔 hài hước · 詼諧
  khôi hài · 諧和 hài hoà · 諧𢚸 hài lòng · 諧劇 hài kịch",U+8AE7,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2599,HÃI,駭,"𢜝駭 sợ
  hãi · 驚駭 kinh hãi",U+99ED,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2600,HẢI,海,"海洋 hải dương ·
  海軍 hải quân · 沿海 duyên hải · 海產 hải sản · 海港 hải cảng",U+6D77,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2601,HẠI,害,"折害 thiệt hại ·
  固害 có hại · 侵害 xâm hại",U+5BB3,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2602,ham,𫻎,"𫻎𡮶
  ham chuộng · 𫻎迷 ham mê · 𫻎唬 ham hố [𠸨]",U+2BECE,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2603,hám,㦑,"㦑名 hám danh · 㦑利
  hám lợi · 洃㦑 hôi hám [𠸨]",U+3991,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2604,HÀM,含,"包含 bao hàm · 含冤
  hàm oan · 含意 hàm ý · 含笑 hàm tiếu · 含量 hàm lượng",U+542B,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2605,HÀM,函,"函數 hàm số · 函授
  hàm thụ · 公函 công hàm","[翻]

    U+51FD",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2606,hàm,𦛜,"𬗜𦛜
  quai hàm · 𪘵𦛜 răng hàm",U+266DC,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2607,HÀM,銜,"品銜 phẩm hàm · 軍銜
  quân hàm · 學銜 học hàm",U+929C,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2608,HÂM,歆,歆慕 hâm mộ,"[翻]

    U+6B46",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2609,hâm,熻,"熻熻 hâm hấp
  [𠸨]","⇔ 熻 hấp

    U+71BB",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2610,hăm,噷,"噷𠇍歲 hăm
  mấy tuổi",U+5677,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2611,hăm,𢣇,"𢣇𡁱
  hăm he · 𢣇𢠇 hăm hở · 𢣇唑 hăm doạ",U+228C7,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2612,HÃM,陷,陷害 hãm hại · 監陷 giam hãm · 圍陷 vây hãm,U+9677,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2613,hãm,啗,"啗茶 hãm trà · 啗血
  hãm tiết",U+5557,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2614,hầm,𡌢,"層𡌢 tầng
  hầm · 塘𡌢 đường hầm",U+21322,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2615,hầm,㤷,㤷嗄 hầm hè,"⇔ 㤷 hằm

    U+3937",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2616,hầm,𤐚,"𤐚𩩫
  hầm xương",U+2441A,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2617,hằm,㤷,"㤷㤷 hằm hằm · 㤷嗄
  hằm hè",U+3937,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2618,hẩm,𥼲,"𩚵𥼲
  cơm hẩm · 𥼲㳜 hẩm hiu",U+25F32,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2619,HẠM,艦,"戰艦 chiến
  hạm",U+8266,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2620,hậm,爁,"爁𤍋 hậm
  hực",U+7201,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2621,han,𰗯,"蘿𰗯 lá
  han",U+305EF,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2622,han,𨫪,"𨫪釲 han
  rỉ",U+28AEA,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2623,han,𪡗,"𠳨𪡗
  hỏi han",U+2A857,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2624,HÁN,漢,"漢喃 Hán Nôm · 阿羅漢
  A La Hán · 𡨸漢 chữ Hán · 好漢 hảo hán · 漢字 Hán tự",U+6F22,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2625,HÁN,暵,旱暵 hạn hán,U+66B5,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2626,HÀN,焊,"焊𮇜 hàn
  gắn · 焊口 hàn khẩu · 焊堤 hàn đê",U+710A,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2627,HÀN,寒,"大寒 đại hàn · 貧寒
  bần hàn · 傷寒 thương hàn · 寒暄 hàn huyên · 寒林所 hàn lâm sở",U+5BD2,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2628,HÀN,翰,院翰林 viện hàn lâm,"[翻]

    U+7FF0",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2629,HÀN,韓,韓國 Hàn Quốc,U+97D3,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2630,HÂN,欣,"欣幸 hân hạnh · 欣歡
  hân hoan","[翻]

    U+6B23",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2631,HÃN,汗,"血汗 huyết hãn ·
  成吉思汗 Thành Cát Tư Hãn",U+6C57,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2632,hãn,罕,"𣗓罕 chưa
  hãn",U+7F55,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2633,HÃN,罕,罕有 hãn hữu,U+7F55,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2634,HÃN,悍,兇悍 hung hãn,U+608D,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2635,HẤN,釁,"𨠳釁 gây
  hấn · 𢭁釁 hề hấn [𠸨]",U+91C1,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2636,hắn,𪝳,"𪝳些 hắn
  ta",U+2A773,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2637,hằn,恨,"恨學 hằn học
  [𠸨] · 讎恨 thù hằn",U+6068,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2638,hằn,痕,"䌰痕 nếp hằn · 痕餅車
  hằn bánh xe",U+75D5,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2639,hẳn,𠳾,"𢡠𠳾
  chắc hẳn · 𠳾脄 hẳn hoi","[異] 罕

    U+20CFE",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2640,HẠN,旱,旱暵 hạn hán,U+65F1,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2641,HẠN,限,"加限 gia hạn · 無限
  vô hạn · 限制 hạn chế",U+9650,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2642,HẬN,恨,"讎恨 thù hận · 悔恨
  hối hận · 怨恨 oán hận",U+6068,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2643,hang,𡎟,"𡎟嘝 hang
  hốc · 𡎟洞 hang động · 𡎟漊萬丈 hang sâu vạn trượng",U+2139F,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
2644,háng,胻,"樣胻 dạng háng ·
  𠋥𤻭胻啊？ mày ngứa háng à?",U+80FB,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
